order_id,order_date,customer_id,region_code,market,category,channel,quantity,unit_price,discount_pct,order_amount,cogs
O-05459,2026-01-21,C-0085,US,US East,Services,Direct,12,506.66,0.3500,3951.95,3733.32
O-05460,2026-01-21,C-0321,EU,DACH,Support & CS,Direct,10,1306.65,0.3500,8493.23,7110.80
O-05461,2026-01-21,C-0548,US,US Central,Hardware,Partner,2,3376.66,0.3500,4389.66,4323.44
O-05462,2026-01-21,C-0260,APAC,ANZ,Support & CS,Direct,6,1189.32,0.3500,4638.35,3989.10
O-05463,2026-01-21,C-0574,EU,Southern Europe,Software,Partner,13,354.71,0.3363,3060.68,1417.13
O-05464,2026-01-21,C-0378,EU,Benelux & Nordics,Services,Online,21,619.83,0.2410,9879.08,8342.46
O-05465,2026-01-21,C-0190,EU,Benelux & Nordics,Hardware,Direct,5,1758.97,0.3500,5716.65,6041.15
O-05466,2026-01-21,C-0702,EU,DACH,Hardware,Direct,10,2719.20,0.3500,17674.80,18225.90
O-05467,2026-01-21,C-0107,US,US Central,Hardware,Online,6,2470.39,0.2708,10808.59,9815.28
O-05468,2026-01-21,C-0166,EU,UK & Ireland,Software,Online,6,736.43,0.2341,3384.27,1379.52
O-05469,2026-01-21,C-0757,EU,Southern Europe,Hardware,Partner,8,572.09,0.3500,2974.87,2997.20
O-05470,2026-01-21,C-0249,EU,DACH,Hardware,Online,4,3838.49,0.2545,11447.07,10234.96
O-05471,2026-01-21,C-0609,EU,DACH,Hardware,Partner,9,1846.79,0.3387,10992.10,11443.95
O-05472,2026-01-22,C-0636,APAC,Japan,Hardware,Partner,3,2208.86,0.3500,4307.28,4514.73
O-05473,2026-01-22,C-0101,EU,UK & Ireland,Services,Partner,37,593.11,0.3500,14264.30,14022.26
O-05474,2026-01-22,C-0353,APAC,Japan,Hardware,Partner,11,2126.28,0.3500,15202.90,15565.00
O-05475,2026-01-22,C-0175,EU,UK & Ireland,Software,Direct,102,842.25,0.3500,55841.18,26839.26
O-05476,2026-01-22,C-0569,EU,UK & Ireland,Services,Direct,7,164.96,0.3500,750.57,708.05
O-05477,2026-01-22,C-0147,APAC,Greater China,Software,Partner,65,376.91,0.3500,15924.45,7289.10
O-05478,2026-01-22,C-0180,EU,UK & Ireland,Services,Online,30,443.35,0.2649,9777.74,8457.30
O-05479,2026-01-22,C-0101,EU,UK & Ireland,Hardware,Direct,1,1568.11,0.3500,1019.27,1028.25
O-05480,2026-01-22,C-0393,EU,Southern Europe,Support & CS,Direct,6,639.76,0.3500,2495.06,2089.20
O-05481,2026-01-22,C-0265,US,US Central,Hardware,Partner,3,875.68,0.3472,1714.98,1706.04
O-05482,2026-01-22,C-0090,APAC,Southeast Asia,Software,Partner,46,482.70,0.3500,14432.73,6888.96
O-05483,2026-01-22,C-0061,US,US Central,Software,Direct,58,512.77,0.3500,19331.43,8686.66
O-05484,2026-01-22,C-0051,APAC,Japan,Hardware,Direct,2,711.81,0.3500,925.35,950.50
O-05485,2026-01-22,C-0511,US,US East,Hardware,Partner,5,3263.88,0.3500,10607.61,10783.30
O-05486,2026-01-22,C-0506,US,US East,Hardware,Partner,14,1609.75,0.3500,14648.73,14248.22
O-05487,2026-01-22,C-0531,APAC,Japan,Services,Partner,16,227.15,0.3500,2362.36,2223.04
O-05488,2026-01-22,C-0782,EU,Benelux & Nordics,Hardware,Partner,12,461.04,0.3337,3686.40,3794.28
O-05489,2026-01-22,C-0063,EU,UK & Ireland,Software,Online,15,766.83,0.2737,8353.80,3417.90
O-05490,2026-01-22,C-0402,APAC,Greater China,Support & CS,Direct,4,1566.93,0.3500,4074.02,3422.32
O-05491,2026-01-22,C-0225,US,US East,Software,Partner,42,129.34,0.3500,3530.98,1630.02
O-05492,2026-01-22,C-0579,APAC,ANZ,Hardware,Online,3,2236.34,0.2487,5040.36,4445.97
O-05493,2026-01-22,C-0251,APAC,Japan,Software,Partner,10,676.84,0.3500,4399.46,2025.20
O-05494,2026-01-22,C-0782,EU,Benelux & Nordics,Software,Direct,82,594.25,0.3500,31673.53,14525.48
O-05495,2026-01-22,C-0560,EU,UK & Ireland,Support & CS,Partner,9,323.26,0.3500,1891.07,1607.94
O-05496,2026-01-22,C-0738,EU,DACH,Support & CS,Online,2,954.40,0.2716,1390.35,1088.94
O-05497,2026-01-22,C-0454,EU,DACH,Hardware,Direct,15,574.18,0.3500,5598.25,5597.70
O-05498,2026-01-23,C-0461,EU,Benelux & Nordics,Hardware,Direct,10,1259.39,0.3500,8186.04,8437.30
O-05499,2026-01-23,C-0390,EU,Benelux & Nordics,Software,Direct,59,571.43,0.3500,21914.34,10281.93
O-05500,2026-01-23,C-0231,US,US West,Support & CS,Partner,12,1896.84,0.3500,14795.35,12521.04
O-05501,2026-01-23,C-0381,EU,DACH,Services,Partner,2,284.38,0.3500,369.69,364.74
O-05502,2026-01-23,C-0566,US,US West,Hardware,Online,2,2676.07,0.2387,4074.70,3408.52
O-05503,2026-01-23,C-0700,EU,UK & Ireland,Hardware,Direct,4,2139.95,0.3500,5563.87,5798.24
O-05504,2026-01-23,C-0255,EU,UK & Ireland,Hardware,Direct,7,3348.35,0.3500,15234.99,15431.22
O-05505,2026-01-23,C-0479,US,US West,Hardware,Direct,15,2903.51,0.3500,28309.22,28045.80
O-05506,2026-01-23,C-0536,APAC,Greater China,Hardware,Online,3,538.31,0.2721,1175.58,1090.71
O-05507,2026-01-23,C-0110,EU,DACH,Services,Direct,7,419.53,0.3500,1908.86,1838.20
O-05508,2026-01-23,C-0525,EU,Benelux & Nordics,Support & CS,Direct,7,1814.53,0.3500,8256.11,7072.31
O-05509,2026-01-23,C-0759,EU,UK & Ireland,Software,Partner,114,716.25,0.3479,53248.54,24838.32
O-05510,2026-01-23,C-0555,APAC,Southeast Asia,Software,Direct,32,141.54,0.3500,2944.03,1381.44
O-05511,2026-01-23,C-0418,US,US West,Software,Online,89,843.24,0.2304,57754.77,22644.27
O-05512,2026-01-23,C-0229,US,US West,Hardware,Direct,15,1888.89,0.3500,18416.68,18001.95
O-05513,2026-01-23,C-0463,EU,UK & Ireland,Software,Online,63,841.13,0.2798,38162.10,16080.75
O-05514,2026-01-23,C-0382,EU,DACH,Hardware,Partner,6,1936.92,0.3377,7697.03,7974.78
O-05515,2026-01-23,C-0494,APAC,Southeast Asia,Services,Partner,28,451.20,0.3439,8288.96,7737.24
O-05516,2026-01-23,C-0768,EU,DACH,Support & CS,Online,6,658.57,0.2744,2867.21,2241.48
O-05517,2026-01-23,C-0087,US,US West,Services,Direct,15,540.27,0.3500,5267.63,4999.95
O-05518,2026-01-23,C-0391,EU,DACH,Support & CS,Partner,2,2189.96,0.3500,2846.95,2412.66
O-05519,2026-01-23,C-0435,APAC,Japan,Hardware,Partner,4,2635.80,0.3500,6853.08,7060.32
O-05520,2026-01-23,C-0695,EU,Benelux & Nordics,Hardware,Partner,7,2043.27,0.3456,9359.77,9797.76
O-05521,2026-01-23,C-0589,EU,DACH,Hardware,Direct,1,1747.28,0.3500,1135.73,1167.30
O-05522,2026-01-23,C-0145,US,US East,Services,Online,16,543.06,0.2661,6376.46,5216.48
O-05523,2026-01-23,C-0486,EU,UK & Ireland,Services,Partner,28,563.26,0.3500,10251.33,10121.44
O-05524,2026-01-24,C-0608,APAC,Greater China,Services,Online,29,162.08,0.2600,3478.21,2884.05
O-05525,2026-01-24,C-0517,EU,UK & Ireland,Software,Direct,41,443.83,0.3500,11828.07,5603.06
O-05526,2026-01-24,C-0286,US,US East,Hardware,Online,6,425.89,0.2463,1925.94,1657.32
O-05527,2026-01-24,C-0689,APAC,Japan,Hardware,Partner,14,3521.68,0.3372,32677.52,31971.38
O-05528,2026-01-24,C-0590,US,US East,Services,Partner,9,195.62,0.3500,1144.38,1060.20
O-05529,2026-01-24,C-0797,US,US Central,Services,Direct,24,160.33,0.3500,2501.15,2282.64
O-05530,2026-01-24,C-0099,US,US East,Services,Online,7,207.15,0.2366,1106.97,910.98
O-05531,2026-01-24,C-0141,EU,Benelux & Nordics,Support & CS,Online,11,1996.33,0.2535,16392.52,12427.25
O-05532,2026-01-24,C-0285,US,US West,Services,Online,33,431.45,0.2525,10643.31,8857.53
O-05533,2026-01-24,C-0716,APAC,Southeast Asia,Software,Partner,7,593.18,0.3500,2698.97,1236.27
O-05534,2026-01-24,C-0296,EU,Southern Europe,Services,Online,7,291.14,0.2470,1534.57,1247.33
O-05535,2026-01-24,C-0750,US,US Central,Hardware,Partner,12,1302.94,0.3500,10162.93,10247.88
O-05536,2026-01-24,C-0758,EU,Benelux & Nordics,Software,Direct,83,247.55,0.3500,13355.32,6352.82
O-05537,2026-01-24,C-0448,EU,UK & Ireland,Software,Online,15,239.62,0.2761,2602.03,1074.00
O-05538,2026-01-24,C-0218,EU,DACH,Support & CS,Partner,8,955.46,0.3500,4968.39,4292.56
O-05539,2026-01-24,C-0608,APAC,Greater China,Services,Partner,36,545.76,0.3368,13030.03,11972.16
O-05540,2026-01-24,C-0566,US,US West,Software,Partner,96,704.37,0.3328,45115.96,19778.88
O-05541,2026-01-24,C-0022,APAC,Southeast Asia,Services,Partner,1,476.27,0.3500,309.58,305.00
O-05542,2026-01-24,C-0050,EU,Southern Europe,Support & CS,Partner,12,1321.42,0.3322,10589.72,8610.00
O-05543,2026-01-24,C-0061,US,US Central,Hardware,Direct,12,3545.68,0.3500,27656.30,27014.04
O-05544,2026-01-24,C-0061,US,US Central,Hardware,Partner,16,1750.46,0.3444,18362.30,18342.24
O-05545,2026-01-24,C-0577,US,US East,Software,Partner,91,823.63,0.3480,48866.77,22174.88
O-05546,2026-01-24,C-0259,EU,Southern Europe,Services,Online,31,207.48,0.2764,4653.99,4076.81
O-05547,2026-01-24,C-0581,APAC,Southeast Asia,Software,Online,89,899.81,0.2799,57666.08,24046.91
O-05548,2026-01-24,C-0095,US,US East,Hardware,Online,18,3333.75,0.2636,44191.46,38799.72
O-05549,2026-01-24,C-0494,APAC,Southeast Asia,Services,Partner,11,375.29,0.3442,2707.25,2626.69
O-05550,2026-01-24,C-0762,EU,Benelux & Nordics,Software,Partner,105,860.34,0.3500,58718.21,26802.30
O-05551,2026-01-24,C-0363,EU,DACH,Hardware,Partner,14,2910.30,0.3500,26483.73,26722.78
O-05552,2026-01-24,C-0380,US,US West,Hardware,Partner,6,1599.06,0.3317,6411.51,6189.84
O-05553,2026-01-25,C-0067,EU,UK & Ireland,Hardware,Partner,14,1536.04,0.3500,13977.96,14804.30
O-05554,2026-01-25,C-0256,US,US Central,Support & CS,Direct,10,1957.85,0.3500,12726.02,10873.00
O-05555,2026-01-25,C-0527,US,US West,Services,Direct,17,394.00,0.3500,4353.70,4008.26
O-05556,2026-01-25,C-0148,EU,Benelux & Nordics,Support & CS,Partner,11,607.17,0.3447,4376.96,3701.17
O-05557,2026-01-25,C-0702,EU,DACH,Hardware,Partner,11,1083.03,0.3500,7743.66,8142.42
O-05558,2026-01-25,C-0674,EU,DACH,Services,Partner,27,211.67,0.3500,3714.81,3669.30
O-05559,2026-01-25,C-0782,EU,Benelux & Nordics,Software,Partner,22,454.24,0.3345,6650.03,3041.06
O-05560,2026-01-25,C-0278,EU,Southern Europe,Hardware,Partner,11,1054.85,0.3500,7542.18,7771.61
O-05561,2026-01-25,C-0532,EU,DACH,Hardware,Partner,12,407.10,0.3468,3191.24,3368.64
O-05562,2026-01-25,C-0566,US,US West,Services,Direct,7,270.24,0.3500,1229.59,1126.65
O-05563,2026-01-25,C-0207,APAC,Japan,Hardware,Partner,16,1492.67,0.3500,15523.77,16111.36
O-05564,2026-01-25,C-0629,US,US East,Software,Online,103,744.33,0.2413,58163.27,22812.44
O-05565,2026-01-25,C-0466,US,US East,Support & CS,Partner,10,1271.58,0.3500,8265.27,6827.80
O-05566,2026-01-25,C-0130,EU,Southern Europe,Hardware,Direct,15,958.04,0.3500,9340.89,9887.55
O-05567,2026-01-25,C-0089,US,US West,Software,Partner,80,521.95,0.3499,27147.52,12635.20
O-05568,2026-01-25,C-0658,US,US East,Software,Partner,17,810.71,0.3500,8958.35,4167.38
O-05569,2026-01-25,C-0707,APAC,ANZ,Hardware,Partner,2,1407.19,0.3500,1829.35,1832.78
O-05570,2026-01-25,C-0446,EU,Southern Europe,Hardware,Direct,8,760.54,0.3500,3954.81,4108.08
O-05571,2026-01-25,C-0432,APAC,ANZ,Hardware,Online,15,3933.12,0.2694,43103.19,40009.20
O-05572,2026-01-25,C-0061,US,US Central,Software,Direct,53,460.64,0.3500,15869.05,7354.28
O-05573,2026-01-25,C-0729,US,US East,Services,Partner,27,469.27,0.3500,8235.69,7577.01
O-05574,2026-01-25,C-0186,APAC,ANZ,Services,Partner,44,242.11,0.3500,6924.35,6809.88
O-05575,2026-01-25,C-0730,US,US West,Hardware,Direct,17,3491.63,0.3500,38582.51,38750.99
O-05576,2026-01-25,C-0231,US,US West,Support & CS,Partner,12,1521.19,0.3500,11865.28,9984.48
O-05577,2026-01-25,C-0774,US,US East,Support & CS,Partner,6,1840.72,0.3500,7178.81,6019.02
O-05578,2026-01-25,C-0425,EU,Benelux & Nordics,Support & CS,Partner,5,1660.37,0.3462,5427.62,4700.10
O-05579,2026-01-25,C-0669,EU,UK & Ireland,Software,Partner,31,881.33,0.3500,17758.80,8535.54
O-05580,2026-01-25,C-0060,EU,DACH,Services,Online,3,257.72,0.2406,587.15,498.45
O-05581,2026-01-25,C-0026,EU,Southern Europe,Hardware,Direct,11,3868.02,0.3500,27656.34,28198.50
O-05582,2026-01-25,C-0022,APAC,Southeast Asia,Services,Partner,6,484.54,0.3500,1889.71,1794.96
O-05583,2026-01-25,C-0782,EU,Benelux & Nordics,Support & CS,Partner,7,274.24,0.3489,1249.87,1096.34
O-05584,2026-01-25,C-0072,APAC,ANZ,Hardware,Partner,2,1859.63,0.3500,2417.52,2428.12
O-05585,2026-01-25,C-0423,US,US East,Hardware,Online,11,533.74,0.2774,4242.25,3783.89
O-05586,2026-01-25,C-0239,EU,DACH,Software,Partner,35,868.79,0.3481,19822.45,9173.15
O-05587,2026-01-25,C-0703,EU,DACH,Services,Partner,21,138.30,0.3500,1887.80,1833.51
O-05588,2026-01-25,C-0238,EU,DACH,Support & CS,Direct,11,741.56,0.3500,5302.15,4628.58
O-05589,2026-01-26,C-0133,US,US West,Services,Direct,37,634.17,0.3500,15251.79,13974.16
O-05590,2026-01-26,C-0611,APAC,Japan,Support & CS,Partner,6,371.37,0.3422,1465.70,1212.06
O-05591,2026-01-26,C-0419,EU,UK & Ireland,Hardware,Partner,5,3492.17,0.3448,11439.63,11499.75
O-05592,2026-01-26,C-0147,APAC,Greater China,Services,Direct,3,440.39,0.3500,858.76,824.73
O-05593,2026-01-26,C-0280,US,US East,Hardware,Direct,13,2618.22,0.3500,22123.96,21830.25
O-05594,2026-01-26,C-0434,EU,DACH,Software,Partner,92,613.28,0.3500,36674.14,17185.60
O-05595,2026-01-26,C-0334,APAC,Japan,Software,Partner,115,892.80,0.3500,66736.80,31067.25
O-05596,2026-01-26,C-0397,US,US East,Support & CS,Partner,3,1763.55,0.3347,3519.82,2875.83
O-05597,2026-01-26,C-0314,EU,DACH,Software,Partner,78,74.25,0.3500,3764.47,1798.68
O-05598,2026-01-26,C-0123,APAC,Japan,Support & CS,Direct,5,1537.30,0.3500,4996.23,4230.15
O-05599,2026-01-26,C-0334,APAC,Japan,Hardware,Partner,16,1619.98,0.3500,16847.79,17499.20
O-05600,2026-01-26,C-0384,US,US West,Hardware,Online,14,2735.74,0.2552,28527.17,25121.74
O-05601,2026-01-26,C-0688,US,US East,Hardware,Direct,13,3549.90,0.3500,29996.66,29679.13
O-05602,2026-01-26,C-0367,APAC,Southeast Asia,Software,Partner,68,542.00,0.3399,24329.87,10848.04
O-05603,2026-01-26,C-0308,APAC,Japan,Hardware,Direct,3,1877.01,0.3500,3660.17,3813.93
O-05604,2026-01-26,C-0145,US,US East,Software,Direct,32,212.46,0.3500,4419.17,2038.40
O-05605,2026-01-27,C-0697,EU,Southern Europe,Hardware,Partner,7,3300.80,0.3392,15269.05,15101.87
O-05606,2026-01-27,C-0647,APAC,Southeast Asia,Services,Direct,21,185.21,0.3500,2528.12,2380.77
O-05607,2026-01-27,C-0746,US,US West,Software,Partner,18,524.77,0.3500,6139.81,2863.62
O-05608,2026-01-27,C-0711,US,US Central,Hardware,Partner,13,2622.34,0.3362,22628.11,22786.14
O-05609,2026-01-27,C-0288,EU,DACH,Software,Partner,55,318.37,0.3463,11447.18,5316.85
O-05610,2026-01-27,C-0270,APAC,Japan,Software,Online,12,769.65,0.2691,6750.89,2867.28
O-05611,2026-01-27,C-0454,EU,DACH,Support & CS,Partner,12,1515.80,0.3493,11836.09,10308.24
O-05612,2026-01-27,C-0505,APAC,Greater China,Hardware,Direct,14,1247.71,0.3500,11354.16,11879.42
O-05613,2026-01-27,C-0743,US,US Central,Services,Direct,17,394.02,0.3500,4353.92,4211.92
O-05614,2026-01-27,C-0207,APAC,Japan,Software,Partner,22,755.89,0.3500,10809.23,4881.14
O-05615,2026-01-27,C-0722,US,US East,Services,Partner,13,442.68,0.3308,3851.07,3540.03
O-05616,2026-01-27,C-0499,US,US West,Services,Partner,7,441.79,0.3332,2061.99,1886.71
O-05617,2026-01-27,C-0537,EU,UK & Ireland,Services,Online,36,404.24,0.2380,11088.88,9146.16
O-05618,2026-01-27,C-0432,APAC,ANZ,Software,Partner,106,362.78,0.3437,25237.62,11573.08
O-05619,2026-01-27,C-0440,EU,UK & Ireland,Software,Online,16,423.45,0.2471,5100.77,2081.28
O-05620,2026-01-27,C-0286,US,US East,Software,Partner,24,413.63,0.3500,6452.63,3002.88
O-05621,2026-01-27,C-0376,EU,DACH,Support & CS,Direct,1,848.05,0.3500,551.23,468.78
O-05622,2026-01-27,C-0368,EU,DACH,Hardware,Direct,1,3774.08,0.3500,2453.15,2537.77
O-05623,2026-01-27,C-0353,APAC,Japan,Services,Partner,17,135.64,0.3500,1498.82,1479.17
O-05624,2026-01-27,C-0366,US,US West,Hardware,Online,4,1984.78,0.2645,5839.59,5222.96
O-05625,2026-01-27,C-0093,US,US West,Hardware,Direct,10,2648.18,0.3500,17213.17,17124.60
O-05626,2026-01-27,C-0640,EU,DACH,Software,Partner,36,507.34,0.3500,11871.76,5603.40
O-05627,2026-01-27,C-0378,EU,Benelux & Nordics,Support & CS,Direct,4,1935.76,0.3500,5032.98,4367.00
O-05628,2026-01-27,C-0546,EU,Southern Europe,Software,Partner,116,209.31,0.3500,15781.97,7321.92
O-05629,2026-01-27,C-0341,EU,UK & Ireland,Hardware,Partner,13,3164.21,0.3500,26737.57,27573.91
O-05630,2026-01-27,C-0627,US,US Central,Hardware,Partner,16,2722.64,0.3500,28315.46,29168.16
O-05631,2026-01-27,C-0375,US,US Central,Software,Direct,68,115.77,0.3500,5117.03,2284.80
O-05632,2026-01-28,C-0574,EU,Southern Europe,Software,Online,52,384.33,0.2306,15376.39,6028.88
O-05633,2026-01-28,C-0390,EU,Benelux & Nordics,Hardware,Online,18,3130.23,0.2341,43153.28,37730.70
O-05634,2026-01-28,C-0629,US,US East,Hardware,Partner,11,2362.27,0.3500,16890.23,16742.99
O-05635,2026-01-28,C-0384,US,US West,Support & CS,Partner,3,1700.22,0.3500,3315.43,2767.17
O-05636,2026-01-28,C-0315,APAC,Japan,Software,Partner,81,69.22,0.3500,3644.43,1658.88
O-05637,2026-01-28,C-0527,US,US West,Hardware,Direct,17,3180.97,0.3500,35149.72,35526.77
O-05638,2026-01-28,C-0079,EU,DACH,Services,Partner,30,397.87,0.3402,7875.53,7335.90
O-05639,2026-01-28,C-0393,EU,Southern Europe,Hardware,Direct,14,926.36,0.3500,8429.88,8618.26
O-05640,2026-01-28,C-0535,EU,UK & Ireland,Hardware,Online,6,1477.47,0.2323,6805.89,5975.88
O-05641,2026-01-28,C-0586,APAC,Southeast Asia,Software,Direct,105,750.11,0.3500,51195.01,23081.10
O-05642,2026-01-28,C-0533,APAC,Japan,Hardware,Partner,8,1485.69,0.3500,7725.59,7825.84
O-05643,2026-01-28,C-0788,EU,UK & Ireland,Services,Direct,27,228.48,0.3500,4009.82,3783.78
O-05644,2026-01-28,C-0744,US,US East,Services,Online,12,250.98,0.2315,2314.64,1862.28
O-05645,2026-01-28,C-0477,EU,UK & Ireland,Software,Partner,103,295.35,0.3500,19773.68,9245.28
O-05646,2026-01-28,C-0575,US,US West,Support & CS,Online,1,444.88,0.2773,321.52,245.25
O-05647,2026-01-28,C-0328,US,US Central,Hardware,Partner,10,1058.36,0.3500,6879.34,7001.40
O-05648,2026-01-28,C-0761,US,US West,Services,Direct,9,432.82,0.3500,2532.00,2357.82
O-05649,2026-01-28,C-0477,EU,UK & Ireland,Software,Direct,82,745.36,0.3500,39727.69,18461.48
O-05650,2026-01-28,C-0239,EU,DACH,Services,Partner,18,169.85,0.3500,1987.24,1967.76
O-05651,2026-01-28,C-0594,EU,Benelux & Nordics,Hardware,Online,4,1507.55,0.2317,4633.22,3949.96
O-05652,2026-01-28,C-0772,EU,DACH,Support & CS,Direct,6,1963.99,0.3500,7659.56,6703.68
O-05653,2026-01-28,C-0377,EU,DACH,Hardware,Partner,14,1297.22,0.3500,11804.70,12115.46
O-05654,2026-01-28,C-0792,EU,Benelux & Nordics,Software,Partner,68,787.98,0.3333,35724.35,16468.92
O-05655,2026-01-28,C-0529,EU,DACH,Support & CS,Partner,4,975.19,0.3337,2598.97,2194.88
O-05656,2026-01-28,C-0348,EU,UK & Ireland,Software,Partner,8,452.94,0.3500,2355.29,1087.04
O-05657,2026-01-28,C-0602,US,US East,Support & CS,Direct,12,264.45,0.3500,2062.71,1765.44
O-05658,2026-01-28,C-0032,EU,Southern Europe,Hardware,Partner,6,3045.11,0.3427,12008.45,12529.08
O-05659,2026-01-28,C-0782,EU,Benelux & Nordics,Hardware,Partner,12,3103.25,0.3500,24205.35,24685.80
O-05660,2026-01-28,C-0640,EU,DACH,Hardware,Online,13,1349.90,0.2578,13025.52,11653.98
O-05661,2026-01-28,C-0477,EU,UK & Ireland,Services,Direct,36,223.97,0.3500,5240.90,5195.52
O-05662,2026-01-28,C-0063,EU,UK & Ireland,Hardware,Partner,9,1935.43,0.3500,11322.27,11809.62
O-05663,2026-01-28,C-0485,EU,UK & Ireland,Services,Partner,16,546.43,0.3387,5781.63,5486.56
O-05664,2026-01-28,C-0317,US,US East,Software,Partner,16,80.58,0.3317,861.65,374.56
O-05665,2026-01-28,C-0586,APAC,Southeast Asia,Software,Direct,77,302.84,0.3500,15157.14,6993.91
O-05666,2026-01-28,C-0119,EU,DACH,Services,Partner,23,313.95,0.3500,4693.55,4502.25
O-05667,2026-01-29,C-0407,EU,UK & Ireland,Services,Partner,21,195.95,0.3500,2674.72,2639.49
O-05668,2026-01-29,C-0130,EU,Southern Europe,Support & CS,Direct,2,2356.54,0.3500,3063.50,2597.20
O-05669,2026-01-29,C-0276,US,US East,Software,Direct,38,375.43,0.3500,9273.12,4119.96
O-05670,2026-01-29,C-0461,EU,Benelux & Nordics,Hardware,Direct,3,3215.47,0.3500,6270.17,6297.09
O-05671,2026-01-29,C-0694,EU,UK & Ireland,Software,Partner,108,429.34,0.3500,30139.67,13973.04
O-05672,2026-01-29,C-0757,EU,Southern Europe,Support & CS,Partner,7,1471.09,0.3301,6898.66,5642.91
O-05673,2026-01-29,C-0394,EU,DACH,Hardware,Direct,6,2807.46,0.3500,10949.09,11035.92
O-05674,2026-01-29,C-0701,EU,Southern Europe,Support & CS,Partner,9,1337.72,0.3500,7825.66,6660.27
O-05675,2026-01-29,C-0628,APAC,ANZ,Support & CS,Partner,1,1484.03,0.3500,964.62,811.84
O-05676,2026-01-29,C-0699,US,US Central,Services,Partner,9,341.55,0.3500,1998.07,1852.56
O-05677,2026-01-29,C-0124,US,US East,Hardware,Partner,5,419.64,0.3413,1382.10,1397.20
O-05678,2026-01-29,C-0423,US,US East,Hardware,Partner,10,3789.67,0.3301,25386.97,24833.20
O-05679,2026-01-29,C-0326,EU,Benelux & Nordics,Support & CS,Direct,10,587.32,0.3500,3817.58,3284.90
O-05680,2026-01-29,C-0691,US,US East,Software,Partner,45,144.11,0.3422,4265.62,1902.15
O-05681,2026-01-29,C-0548,US,US Central,Services,Direct,39,150.15,0.3500,3806.30,3655.08
O-05682,2026-01-29,C-0095,US,US East,Hardware,Direct,15,3463.58,0.3500,33769.90,33978.15
O-05683,2026-01-29,C-0607,APAC,Japan,Support & CS,Partner,1,513.72,0.3313,343.54,285.81
O-05684,2026-01-29,C-0705,APAC,Southeast Asia,Services,Partner,17,647.11,0.3470,7183.41,6969.66
O-05685,2026-01-29,C-0660,EU,Benelux & Nordics,Software,Partner,40,387.95,0.3353,10314.95,4616.40
O-05686,2026-01-29,C-0240,US,US West,Hardware,Direct,13,3697.36,0.3500,31242.69,31299.32
O-05687,2026-01-29,C-0024,EU,UK & Ireland,Hardware,Partner,12,2636.16,0.3440,20750.37,21717.96
O-05688,2026-01-29,C-0214,US,US West,Hardware,Partner,12,2101.07,0.3500,16388.35,16106.76
O-05689,2026-01-29,C-0112,EU,UK & Ireland,Support & CS,Partner,8,1058.87,0.3471,5530.37,4859.28
O-05690,2026-01-29,C-0387,US,US Central,Services,Partner,3,270.16,0.3433,532.23,490.89
O-05691,2026-01-29,C-0344,EU,UK & Ireland,Services,Direct,10,335.56,0.3500,2181.14,2079.70
O-05692,2026-01-29,C-0220,EU,UK & Ireland,Hardware,Direct,8,818.31,0.3500,4255.21,4378.08
O-05693,2026-01-29,C-0146,US,US West,Hardware,Partner,1,3078.04,0.3500,2000.73,1944.17
O-05694,2026-01-29,C-0144,EU,Benelux & Nordics,Software,Direct,29,543.60,0.3500,10246.86,4718.30
O-05695,2026-01-29,C-0051,APAC,Japan,Hardware,Partner,4,3655.82,0.3500,9505.13,9430.12
O-05696,2026-01-29,C-0028,APAC,Greater China,Software,Online,99,417.90,0.2535,30882.73,12562.11
O-05697,2026-01-29,C-0431,EU,DACH,Software,Partner,33,213.98,0.3500,4589.87,2200.77
O-05698,2026-01-29,C-0222,US,US Central,Software,Partner,18,476.85,0.3500,5579.15,2477.16
O-05699,2026-01-29,C-0161,APAC,ANZ,Hardware,Partner,16,1209.44,0.3423,12727.25,12718.08
O-05700,2026-01-29,C-0366,US,US West,Software,Partner,75,490.39,0.3500,23906.51,11061.75
O-05701,2026-01-30,C-0213,APAC,Southeast Asia,Software,Direct,107,534.79,0.3500,37194.64,17192.76
O-05702,2026-01-30,C-0050,EU,Southern Europe,Hardware,Partner,5,897.24,0.3500,2916.03,2923.90
O-05703,2026-01-30,C-0057,EU,Southern Europe,Services,Partner,14,236.35,0.3402,2183.38,2127.72
O-05704,2026-01-30,C-0087,US,US West,Software,Partner,13,709.94,0.3500,5998.99,2713.62
O-05705,2026-01-30,C-0468,EU,Southern Europe,Hardware,Online,8,2104.91,0.2674,12336.30,11020.32
O-05706,2026-01-30,C-0272,EU,UK & Ireland,Software,Partner,70,742.78,0.3500,33796.49,15789.90
O-05707,2026-01-30,C-0525,EU,Benelux & Nordics,Hardware,Direct,1,382.87,0.3500,248.87,251.11
O-05708,2026-01-30,C-0279,US,US East,Hardware,Direct,13,2134.95,0.3500,18040.33,17991.35
O-05709,2026-01-30,C-0761,US,US West,Support & CS,Partner,4,548.56,0.3500,1426.26,1219.68
O-05710,2026-01-30,C-0146,US,US West,Software,Online,25,875.03,0.2361,16711.39,6497.25
O-05711,2026-01-30,C-0305,EU,UK & Ireland,Software,Online,71,290.03,0.2711,15009.43,6181.26
O-05712,2026-01-30,C-0458,EU,Benelux & Nordics,Hardware,Partner,7,1497.48,0.3338,6983.33,7129.29
O-05713,2026-01-30,C-0461,EU,Benelux & Nordics,Hardware,Partner,14,3450.25,0.3410,31830.66,32472.86
